Date and time,Temperature,Humidity
10/22/2023 13:36:23,31.70,76
10/22/2023 13:36:46,31.70,75.7
10/22/2023 13:37:09,31.20,74.9
10/22/2023 13:37:32,31.70,74.3
10/22/2023 13:37:57,31.70,74.6
10/22/2023 13:38:20,31.70,75.6
10/22/2023 13:38:43,31.70,76.2
10/22/2023 13:39:06,31.70,74.4
10/22/2023 13:39:29,31.80,74.2
10/22/2023 13:39:52,31.20,74.6
10/22/2023 13:40:15,31.70,74.5
10/22/2023 13:40:38,31.80,75.9
10/22/2023 13:41:01,31.80,74.2
10/22/2023 13:41:25,31.20,75.8
10/22/2023 13:41:48,31.70,74.3
10/22/2023 13:42:11,31.70,74.7
10/22/2023 13:42:34,31.70,76
10/22/2023 13:42:57,31.70,74.5
10/22/2023 13:43:20,31.70,75.2
10/22/2023 13:43:43,31.20,74.6
10/22/2023 13:44:06,31.30,74.6
10/22/2023 13:44:29,31.50,74.5
10/22/2023 13:44:52,31.70,74.3
10/22/2023 13:45:15,31.60,75.6
10/22/2023 13:45:38,31.80,74.4
10/22/2023 13:46:01,31.70,75.4
10/22/2023 13:46:24,31.80,74.2
10/22/2023 13:46:47,31.60,75.5
10/22/2023 13:47:10,31.80,74.4
10/22/2023 13:47:33,31.70,74.4
10/22/2023 13:47:56,31.80,75.1
10/22/2023 13:48:19,31.80,74.4
10/22/2023 13:48:42,31.30,74.8
10/22/2023 13:49:05,31.70,74.7
10/22/2023 13:49:28,31.40,74.4
10/22/2023 13:49:52,31.70,74.7
10/22/2023 13:50:15,31.60,76
10/22/2023 13:50:38,31.70,74.3
10/22/2023 13:51:02,31.70,76.6
10/22/2023 13:51:25,31.80,74.8
10/22/2023 13:51:47,31.50,74.3
10/22/2023 13:52:11,31.60,74.5
10/22/2023 13:52:34,31.60,74.7
10/22/2023 13:52:57,31.20,75.1
10/22/2023 13:53:23,31.50,74.7
10/22/2023 13:53:46,31.70,75.2
10/22/2023 13:54:09,31.60,74.3
10/22/2023 13:54:32,31.60,74.7
10/22/2023 13:54:55,31.60,75.6
10/22/2023 13:55:18,31.50,74.3
10/22/2023 13:55:41,31.70,75.2
10/22/2023 13:56:04,31.50,75.8
10/22/2023 13:56:27,31.70,74.7
10/22/2023 13:56:51,31.20,77
10/22/2023 13:57:15,31.70,76.2
10/22/2023 13:57:37,31.40,74.4
10/22/2023 13:58:00,30.90,76.3
10/22/2023 13:58:23,30.90,75.4
10/22/2023 13:58:46,30.90,76
10/22/2023 13:59:09,31.30,76.7
10/22/2023 13:59:32,31.70,75.4
10/22/2023 13:59:55,31.30,77.4
10/22/2023 14:00:18,31.30,75.9
10/22/2023 14:00:41,31.20,78.1
10/22/2023 14:01:04,31.30,75.9
10/22/2023 14:01:27,31.20,75.8
10/22/2023 14:01:50,31.30,76.1
10/22/2023 14:02:14,31.20,76.2
10/22/2023 14:02:37,31.20,78.1
10/22/2023 14:03:00,31.20,76.3
10/22/2023 14:03:23,31.20,79.3
10/22/2023 14:03:46,31.20,76.2
10/22/2023 14:04:09,31.20,76.2
10/22/2023 14:04:32,31.20,76.2
10/22/2023 14:04:55,31.20,76.2
10/22/2023 14:05:19,31.20,76.4
10/22/2023 14:05:42,31.20,76.4
10/22/2023 14:06:05,31.20,76.2
10/22/2023 14:06:28,30.80,76.7
10/22/2023 14:06:51,31.20,76.8
10/22/2023 14:07:14,31.20,77.8
10/22/2023 14:07:37,31.10,76.8
10/22/2023 14:07:59,31.20,76.8
10/22/2023 14:08:23,31.10,74.5
10/22/2023 14:08:45,31.20,77.3
10/22/2023 14:09:08,31.10,76.8
10/22/2023 14:09:32,31.10,77
10/22/2023 14:09:55,31.00,77
10/22/2023 14:10:18,31.00,77
10/22/2023 14:10:41,31.00,75.8
10/22/2023 14:11:03,31.00,76.8
10/22/2023 14:11:26,31.00,78.1
10/22/2023 14:11:49,31.00,79.1
10/22/2023 14:12:13,31.20,74.6
10/22/2023 14:12:36,30.90,76.9
10/22/2023 14:12:59,30.90,76.9
10/22/2023 14:13:22,30.60,77.4
10/22/2023 14:13:44,30.90,76.3
10/22/2023 14:14:07,30.60,80.3
10/22/2023 14:14:32,30.90,77.4
10/22/2023 14:14:55,30.90,77.4
10/22/2023 14:15:18,30.60,77.4
10/22/2023 14:15:41,30.90,85
10/22/2023 14:16:04,31.00,78.5
10/22/2023 14:16:27,31.10,78.5
10/22/2023 14:16:50,31.20,76.2
10/22/2023 14:17:13,31.10,77.8
10/22/2023 14:17:36,31.20,76.8
10/22/2023 14:17:58,31.10,76.2
10/22/2023 14:18:22,31.10,77.3
10/22/2023 14:18:45,31.20,76.2
10/22/2023 14:19:08,30.60,77.2
10/22/2023 14:19:31,31.00,77
10/22/2023 14:19:54,31.20,77
10/22/2023 14:20:17,31.10,77
10/22/2023 14:20:40,30.90,77.3
10/22/2023 14:21:03,31.20,78.1
10/22/2023 14:21:26,31.00,77
10/22/2023 14:21:49,31.00,77.3
10/22/2023 14:22:12,30.60,79.5
10/22/2023 14:22:36,31.00,76.8
10/22/2023 14:22:59,31.10,77
10/22/2023 14:23:22,31.10,77.2
10/22/2023 14:23:45,30.60,77
10/22/2023 14:24:07,31.00,78.1
10/22/2023 14:24:31,31.00,72.3
10/22/2023 14:24:53,30.60,77.4
10/22/2023 14:25:16,31.20,76.2
10/22/2023 14:25:39,31.10,77.5
10/22/2023 14:26:02,31.00,77.2
10/22/2023 14:26:25,31.00,78.3
10/22/2023 14:26:48,31.20,77.2
10/22/2023 14:27:11,31.00,77.2
10/22/2023 14:27:34,30.60,85.1
10/22/2023 14:27:57,31.10,76.2
10/22/2023 14:28:20,31.10,77.2
10/22/2023 14:28:43,31.00,77.2
10/22/2023 14:29:07,30.60,78
10/22/2023 14:29:30,31.00,76.2
10/22/2023 14:29:53,31.00,77.2
10/22/2023 14:30:15,31.20,77.2
10/22/2023 14:30:38,31.00,79.5
10/22/2023 14:31:02,31.10,76.8
10/22/2023 14:31:25,31.20,76.2
10/22/2023 14:31:48,31.10,77.5
10/22/2023 14:32:11,31.00,76.8
10/22/2023 14:32:34,31.00,77.2
10/22/2023 14:32:57,30.90,77.3
10/22/2023 14:33:20,31.20,77.2
10/22/2023 14:33:43,30.90,77.3
10/22/2023 14:34:06,31.00,77.6
10/22/2023 14:34:29,31.00,77.2
10/22/2023 14:34:52,31.20,77.3
10/22/2023 14:35:15,30.60,78
10/22/2023 14:35:38,30.90,77.3
10/22/2023 14:36:01,31.00,77.3
10/22/2023 14:36:24,31.00,77.3
10/22/2023 14:36:47,31.10,77.8
10/22/2023 14:37:10,31.00,77.2
10/22/2023 14:37:34,31.20,84.9
10/22/2023 14:37:56,31.00,77.3
10/22/2023 14:38:20,30.60,77.4
10/22/2023 14:38:43,30.60,77.4
10/22/2023 14:39:05,30.60,77.4
10/22/2023 14:39:28,31.00,76.2
10/22/2023 14:39:51,31.20,77.3
10/22/2023 14:40:14,30.60,77.4
10/22/2023 14:40:37,31.00,77.8
10/22/2023 14:41:00,31.00,77.2
10/22/2023 14:41:23,31.10,77.2
10/22/2023 14:41:46,31.00,77.8
10/22/2023 14:42:09,31.70,77
10/22/2023 14:42:32,31.10,77.2
10/22/2023 14:42:55,31.00,79.8
10/22/2023 14:43:18,30.60,77.8
10/22/2023 14:43:40,31.00,81.3
10/22/2023 14:44:03,30.90,79.1
10/22/2023 14:44:27,31.00,77.5
10/22/2023 14:44:50,31.20,77.2
10/22/2023 14:45:13,30.90,77.7
10/22/2023 14:45:36,30.90,79.1
10/22/2023 14:45:59,31.00,77.8
10/22/2023 14:46:22,31.20,76.2
10/22/2023 14:46:45,31.00,77.2
10/22/2023 14:47:08,30.90,77.7
10/22/2023 14:47:31,30.90,80.4
10/22/2023 14:47:54,30.60,80.7
10/22/2023 14:48:17,30.90,77.3
10/22/2023 14:48:40,30.90,77.7
10/22/2023 14:49:03,30.80,77.9
10/22/2023 14:49:26,30.80,80.1
10/22/2023 14:49:48,30.80,79.9
10/22/2023 14:50:11,30.90,77.9
10/22/2023 14:50:34,30.60,80.2
10/22/2023 14:50:58,30.80,77.9
10/22/2023 14:51:21,30.40,78.8
10/22/2023 14:51:44,30.40,78.8
10/22/2023 14:52:07,30.80,77.9
10/22/2023 14:52:30,30.90,77.3
10/22/2023 14:52:53,30.60,78.7
10/22/2023 14:53:16,30.90,78.6
10/22/2023 14:53:39,30.90,78.2
10/22/2023 14:54:02,31.00,77.8
10/22/2023 14:54:25,30.90,78.2
10/22/2023 14:54:48,30.90,78.2
10/22/2023 14:55:11,31.00,77.2
10/22/2023 14:55:34,30.60,77.4
10/22/2023 14:55:57,30.60,78.7
10/22/2023 14:56:20,31.20,79
10/22/2023 14:56:43,31.20,78.1
10/22/2023 14:57:06,31.20,78.1
10/22/2023 14:57:29,31.00,78.1
10/22/2023 14:57:52,30.60,78.7
10/22/2023 14:58:15,30.90,78.6
10/22/2023 14:58:38,30.90,78.6
10/22/2023 14:59:24,31.20,79.3
10/22/2023 14:59:47,30.90,78.9
10/22/2023 15:00:10,30.90,81.2
10/22/2023 15:00:33,30.90,78.2
10/22/2023 15:00:56,31.20,76.3
10/22/2023 15:01:19,30.50,78.7
10/22/2023 15:01:43,31.20,78.1
10/22/2023 15:02:07,30.90,78.6
10/22/2023 15:02:30,31.00,78.5
10/22/2023 15:02:53,31.00,78.6
10/22/2023 15:03:16,31.20,81
10/22/2023 15:03:39,30.60,78.7
10/22/2023 15:04:03,30.90,78.6
10/22/2023 15:04:26,30.90,78.6
10/22/2023 15:04:49,31.00,78.6
10/22/2023 15:05:12,30.60,80.2
10/22/2023 15:05:34,30.90,78.6
10/22/2023 15:05:57,31.20,78.6
10/22/2023 15:06:20,30.90,77.9
10/22/2023 15:06:43,30.90,78.6
10/22/2023 15:07:06,30.90,78.4
10/22/2023 15:07:29,31.00,77.3
10/22/2023 15:07:52,31.00,78.1
10/22/2023 15:08:15,30.60,79.2
10/22/2023 15:08:38,31.00,78.5
10/22/2023 15:09:01,30.90,78.6
10/22/2023 15:09:24,31.20,77.8
10/22/2023 15:09:47,30.90,80.6
10/22/2023 15:10:10,30.60,78.3
10/22/2023 15:10:33,31.00,78
10/22/2023 15:10:56,31.10,77.2
10/22/2023 15:11:19,30.90,78.6
10/22/2023 15:11:42,31.00,78.1
10/22/2023 15:12:05,31.00,78.6
10/22/2023 15:12:28,31.00,77.8
10/22/2023 15:12:51,31.20,74.5
10/22/2023 15:13:14,31.10,78.5
10/22/2023 15:13:37,31.20,78.8
10/22/2023 15:13:59,31.20,77.5
10/22/2023 15:14:22,31.20,78
10/22/2023 15:14:45,31.20,77.8
10/22/2023 15:15:08,31.20,78.5
10/22/2023 15:15:31,31.20,78.1
10/22/2023 15:15:54,31.30,77.7
10/22/2023 15:16:17,31.20,80
10/22/2023 15:16:40,31.20,77.3
10/22/2023 15:17:03,31.20,77.6
10/22/2023 15:17:26,31.20,77.6
10/22/2023 15:17:49,31.30,77.5
10/22/2023 15:18:12,31.50,74.3
10/22/2023 15:18:35,31.50,77
10/22/2023 15:18:58,31.70,77.6
10/22/2023 15:19:21,31.50,77
10/22/2023 15:19:44,31.70,78.1
10/22/2023 15:20:07,31.70,77
10/22/2023 15:20:30,31.60,77
10/22/2023 15:20:53,31.70,77.1
10/22/2023 15:21:16,31.60,76.9
10/22/2023 15:21:39,31.60,76.8
10/22/2023 15:22:01,31.70,77.1
10/22/2023 15:22:24,31.80,75.9
10/22/2023 15:22:47,31.70,76.7
10/22/2023 15:23:10,31.80,76.5
10/22/2023 15:23:33,31.70,77.3
10/22/2023 15:23:56,31.70,76
10/22/2023 15:24:19,31.70,77.4
10/22/2023 15:24:42,31.70,77.1
10/22/2023 15:25:05,31.40,76.1
10/22/2023 15:25:28,31.80,77.8
10/22/2023 15:25:51,31.40,76.1
10/22/2023 15:26:14,31.80,75.9
10/22/2023 15:26:37,31.80,77.1
10/22/2023 15:27:00,31.80,76.9
10/22/2023 15:27:23,31.70,76.1
10/22/2023 15:27:46,32.00,77.1
10/22/2023 15:28:09,31.90,75.9
10/22/2023 15:28:32,31.90,76
10/22/2023 15:28:55,31.90,77.3
10/22/2023 15:29:18,31.90,76.5
10/22/2023 15:29:41,31.90,75.9
10/22/2023 15:30:04,32.00,76.6
10/22/2023 15:30:27,31.70,76.1
10/22/2023 15:30:50,32.00,75.6
10/22/2023 15:31:13,32.00,75.9
10/22/2023 15:31:36,32.00,76
10/22/2023 15:31:58,31.70,75.4
10/22/2023 15:32:21,32.00,75.8
10/22/2023 15:32:44,32.10,75.4
10/22/2023 15:33:07,32.00,74.9
10/22/2023 15:33:30,32.00,75.9
10/22/2023 15:33:54,32.00,75.9
10/22/2023 15:34:17,31.90,75
10/22/2023 15:34:39,32.00,75.8
10/22/2023 15:35:03,32.00,76.9
10/22/2023 15:35:26,32.00,75.8
10/22/2023 15:35:49,32.10,75.8
10/22/2023 15:36:12,32.00,75.9
10/22/2023 15:36:34,32.00,76.4
10/22/2023 15:36:57,31.90,77.2
10/22/2023 15:37:20,32.30,74.8
10/22/2023 15:37:43,32.30,74.8
10/22/2023 15:38:06,32.30,75.8
10/22/2023 15:38:29,32.10,75.9
10/22/2023 15:38:52,32.30,76.7
10/22/2023 15:39:15,32.30,75.8
10/22/2023 15:39:38,32.20,75.6
10/22/2023 15:40:01,32.10,74.9
10/22/2023 15:40:24,31.80,75
10/22/2023 15:40:47,32.30,75.8
10/22/2023 15:41:10,32.30,76.3
10/22/2023 15:41:33,32.20,75.6
10/22/2023 15:41:56,32.20,76.8
10/22/2023 15:42:19,31.90,76
10/22/2023 15:42:42,32.30,75.8
10/22/2023 15:43:05,32.30,75.8
10/22/2023 15:43:28,32.30,75.3
10/22/2023 15:43:51,32.30,76.3
10/22/2023 15:44:14,31.90,74.2
10/22/2023 15:44:37,32.10,74.9
10/22/2023 15:45:00,32.10,76.8
10/22/2023 15:45:23,32.30,74.3
10/22/2023 15:45:46,31.90,77.3
10/22/2023 15:46:09,32.20,75.4
10/22/2023 15:46:32,32.20,75.6
10/22/2023 15:46:55,32.10,74.9
10/22/2023 15:47:18,32.30,75.3
10/22/2023 15:47:41,32.30,74.8
10/22/2023 15:48:04,32.20,74.9
10/22/2023 15:48:27,32.10,75.4
10/22/2023 15:48:50,32.50,75.2
10/22/2023 15:49:12,32.30,75.8
10/22/2023 15:49:35,32.40,75.8
10/22/2023 15:49:58,32.30,74.4
10/22/2023 15:50:21,32.30,75.7
10/22/2023 15:50:45,32.50,76
10/22/2023 15:51:08,32.30,74
10/22/2023 15:51:31,32.30,75.3
10/22/2023 15:51:54,32.20,75.4
10/22/2023 15:52:17,32.30,75.3
10/22/2023 15:52:40,32.30,75.8
10/22/2023 15:53:03,32.30,75.2
10/22/2023 15:53:26,32.40,76.3
10/22/2023 15:53:49,31.90,75.1
10/22/2023 15:54:12,32.50,76.4
10/22/2023 15:54:35,32.40,74.8
10/22/2023 15:54:58,32.30,75.5
10/22/2023 15:55:21,31.90,75.2
10/22/2023 15:55:44,32.50,75.7
10/22/2023 15:56:07,32.40,75.3
10/22/2023 15:56:30,31.90,75
10/22/2023 15:56:54,32.30,74.8
10/22/2023 15:57:17,32.30,75.4
10/22/2023 15:57:40,32.40,76.8
10/22/2023 15:58:02,32.20,75.6
10/22/2023 15:58:25,32.40,76.5
10/22/2023 15:58:48,31.90,77.1
10/22/2023 15:59:11,32.30,76.7
10/22/2023 15:59:34,32.50,75.2
10/22/2023 15:59:57,32.30,77.1
10/22/2023 16:00:20,32.30,75.8
10/22/2023 16:00:43,32.30,75.5
10/22/2023 16:01:06,32.30,75.3
10/22/2023 16:01:29,32.30,75.4
10/22/2023 16:01:52,32.10,77
10/22/2023 16:02:15,32.50,75.2
10/22/2023 16:02:38,32.30,75
10/22/2023 16:03:01,32.40,74
10/22/2023 16:03:24,32.30,75.3
10/22/2023 16:03:47,32.40,76
10/22/2023 16:04:11,32.30,77.8
10/22/2023 16:04:34,32.20,76.8
10/22/2023 16:04:57,32.30,76.7
10/22/2023 16:05:20,32.50,76.8
10/22/2023 16:05:43,32.30,76.8
10/22/2023 16:06:06,31.90,75.9
10/22/2023 16:06:29,32.30,75.5
10/22/2023 16:06:52,32.10,77.1
10/22/2023 16:07:15,32.30,75.8
10/22/2023 16:07:38,32.30,74.8
10/22/2023 16:08:01,31.90,75.5
10/22/2023 16:08:24,32.30,75.1
10/22/2023 16:08:47,32.30,75.3
10/22/2023 16:09:10,32.10,77.1
10/22/2023 16:09:33,32.30,76.5
10/22/2023 16:09:56,32.50,74.7
10/22/2023 16:10:19,32.30,76
10/22/2023 16:10:42,32.30,75.3
10/22/2023 16:11:06,32.10,76.1
10/22/2023 16:11:29,32.30,75.8
10/22/2023 16:11:52,32.30,75.5
10/22/2023 16:12:15,32.30,75.3
10/22/2023 16:12:38,32.30,76.5
10/22/2023 16:13:00,32.30,74.8
10/22/2023 16:13:23,32.30,75
10/22/2023 16:13:46,32.30,75.3
10/22/2023 16:14:09,32.50,75.2
10/22/2023 16:14:32,32.30,75.9
10/22/2023 16:14:55,31.90,77.3
10/22/2023 16:15:19,32.30,75.8
10/22/2023 16:15:42,31.80,76
10/22/2023 16:16:04,32.30,76.3
10/22/2023 16:16:28,32.30,75.6
10/22/2023 16:16:51,32.30,75.6
10/22/2023 16:17:13,32.30,75.5
10/22/2023 16:17:36,32.20,75.9
10/22/2023 16:17:59,32.30,75.5
10/22/2023 16:18:22,32.30,77.6
10/22/2023 16:18:45,32.10,76.6
10/22/2023 16:19:08,32.20,75.8
10/22/2023 16:19:31,32.10,75.8
10/22/2023 16:19:54,32.30,76
10/22/2023 16:20:17,32.30,75.7
10/22/2023 16:20:40,32.10,76.9
10/22/2023 16:21:03,32.10,75.8
10/22/2023 16:21:26,32.30,76.8
10/22/2023 16:21:49,32.10,76.9
10/22/2023 16:22:12,32.30,76.3
10/22/2023 16:22:35,31.90,77.3
10/22/2023 16:22:58,32.10,77.6
10/22/2023 16:23:21,32.30,76.3
10/22/2023 16:23:44,32.30,76.8
10/22/2023 16:24:07,32.30,78.6
10/22/2023 16:24:30,32.30,75.7
10/22/2023 16:24:53,32.30,76.5
10/22/2023 16:25:16,31.70,76.7
10/22/2023 16:25:39,32.30,76.5
10/22/2023 16:26:02,32.00,74.1
10/22/2023 16:26:25,32.30,77.3
10/22/2023 16:26:48,32.10,78.1
10/22/2023 16:27:11,32.20,76.4
10/22/2023 16:27:34,32.40,76
10/22/2023 16:27:57,32.10,76.4
10/22/2023 16:28:20,32.20,76.6
10/22/2023 16:28:43,32.30,76.6
10/22/2023 16:29:06,32.10,76.7
10/22/2023 16:29:29,32.20,76.4
10/22/2023 16:29:52,32.20,76.4
10/22/2023 16:30:15,32.30,76.5
10/22/2023 16:30:38,32.10,75.8
10/22/2023 16:31:01,32.10,76.9
10/22/2023 16:31:25,31.70,77.3
10/22/2023 16:31:48,32.10,84.5
10/22/2023 16:32:11,31.80,75.9
10/22/2023 16:32:34,32.30,76.5
10/22/2023 16:32:57,32.30,76.3
10/22/2023 16:33:20,32.30,76
10/22/2023 16:33:43,31.90,76.7
10/22/2023 16:34:06,32.20,76.9
10/22/2023 16:34:29,32.20,75.8
10/22/2023 16:34:52,32.30,77.8
10/22/2023 16:35:15,32.00,76
10/22/2023 16:35:38,32.20,75.6
10/22/2023 16:36:01,31.90,76.1
10/22/2023 16:36:23,32.10,75.8
10/22/2023 16:36:47,32.30,77.3
10/22/2023 16:37:09,32.30,77.8
10/22/2023 16:37:32,32.10,76
10/22/2023 16:37:55,32.10,77.7
10/22/2023 16:38:18,32.30,75.7
10/22/2023 16:38:41,32.10,75.8
10/22/2023 16:39:04,32.20,75.8
10/22/2023 16:39:27,32.20,76.4
10/22/2023 16:39:50,32.30,76.8
10/22/2023 16:40:13,32.10,77.4
10/22/2023 16:40:36,32.10,76.4
10/22/2023 16:40:59,32.30,76
10/22/2023 16:41:22,32.20,77.7
10/22/2023 16:41:45,32.10,75.8
10/22/2023 16:42:08,32.10,75.8
10/22/2023 16:42:31,32.10,76.2
10/22/2023 16:42:54,32.00,75.8
10/22/2023 16:43:17,32.00,75.9
10/22/2023 16:43:40,31.90,76.2
10/22/2023 16:44:03,32.30,76.8
10/22/2023 16:44:26,31.90,76.3
10/22/2023 16:44:49,32.10,77.4
10/22/2023 16:45:12,32.00,76.5
10/22/2023 16:45:35,32.20,76.4
10/22/2023 16:45:58,32.20,76.9
10/22/2023 16:46:21,32.30,76.7
10/22/2023 16:46:44,32.40,75.7
10/22/2023 16:47:07,32.30,76.8
10/22/2023 16:47:30,31.90,76.6
10/22/2023 16:47:53,32.20,77.4
10/22/2023 16:48:15,32.30,76.3
10/22/2023 16:48:38,32.30,77.1
10/22/2023 16:49:01,32.30,77.8
10/22/2023 16:49:24,32.30,76.1
10/22/2023 16:49:47,32.30,76.3
10/22/2023 16:50:10,32.30,75.9
10/22/2023 16:50:33,32.10,76
10/22/2023 16:50:56,31.90,75.8
10/22/2023 16:51:21,32.40,76.3
10/22/2023 16:51:44,32.10,76.4
10/22/2023 16:52:06,32.20,75.8
10/22/2023 16:52:30,32.30,74.8
10/22/2023 16:52:54,32.30,76.3
10/22/2023 16:53:17,32.10,75.8
10/22/2023 16:53:40,32.10,75.8
10/22/2023 16:54:03,32.20,76.4
10/22/2023 16:54:26,32.20,77.9
10/22/2023 16:54:49,32.20,76.1
10/22/2023 16:55:12,32.10,75.8
10/22/2023 16:55:35,32.30,75.7
10/22/2023 16:55:58,32.10,76.1
10/22/2023 16:56:21,32.10,77.4
10/22/2023 16:56:44,32.00,75.8
10/22/2023 16:57:07,32.00,75.8
10/22/2023 16:57:30,32.00,77.4
10/22/2023 16:57:53,32.00,76.8
10/22/2023 16:58:16,32.00,77.7
10/22/2023 16:58:39,32.30,77
10/22/2023 16:59:01,31.90,76.6
10/22/2023 16:59:24,32.00,76.4
10/22/2023 16:59:47,32.00,77.9
10/22/2023 17:00:10,31.90,77
10/22/2023 17:00:33,32.30,76.8
10/22/2023 17:00:56,32.30,76.8
10/22/2023 17:01:19,32.00,75.8
10/22/2023 17:01:42,31.70,78.8
10/22/2023 17:02:05,32.00,76.6
10/22/2023 17:02:28,32.30,76.5
10/22/2023 17:02:51,32.10,76.6
10/22/2023 17:03:14,32.30,76.5
10/22/2023 17:03:37,32.00,77.7
10/22/2023 17:04:00,32.30,76.6
10/22/2023 17:04:23,32.00,75.8
10/22/2023 17:04:46,32.30,76.5
10/22/2023 17:05:09,32.00,76.4
10/22/2023 17:05:32,32.30,78.8
10/22/2023 17:05:55,32.10,75.8
10/22/2023 17:06:18,32.10,76.9
10/22/2023 17:06:41,32.30,76
10/22/2023 17:07:05,32.00,77.4
10/22/2023 17:07:28,32.10,76.4
10/22/2023 17:07:50,32.30,75.9
10/22/2023 17:08:13,32.00,76.4
10/22/2023 17:08:36,32.10,74.9
10/22/2023 17:08:59,32.10,77.1
10/22/2023 17:09:22,32.10,76.9
10/22/2023 17:09:45,32.00,76
10/22/2023 17:10:08,32.10,75.8
10/22/2023 17:10:31,32.00,77.4
10/22/2023 17:10:54,32.00,76.1
10/22/2023 17:11:17,32.00,76.4
10/22/2023 17:11:40,32.00,76.6
10/22/2023 17:12:03,31.70,77.2
10/22/2023 17:12:26,32.10,75.8
10/22/2023 17:12:49,31.70,76.6
10/22/2023 17:13:12,32.00,77.7
10/22/2023 17:13:35,32.00,77.1
10/22/2023 17:13:58,32.00,76.1
10/22/2023 17:14:21,32.00,77
10/22/2023 17:14:44,32.00,75.8
10/22/2023 17:15:07,31.90,75.9
10/22/2023 17:15:31,31.40,76.7
10/22/2023 17:15:54,31.90,77.5
10/22/2023 17:16:16,31.70,76.6
10/22/2023 17:16:39,31.90,76.7
10/22/2023 17:17:03,31.80,76.6
10/22/2023 17:17:26,31.70,76.6
10/22/2023 17:17:49,31.40,76.9
10/22/2023 17:18:12,31.70,76.8
10/22/2023 17:18:35,31.80,76.5
10/22/2023 17:18:58,31.80,79.2
10/22/2023 17:19:21,31.70,77.1
10/22/2023 17:19:44,31.60,76
10/22/2023 17:20:07,31.30,77.7
10/22/2023 17:20:30,31.30,77.5
10/22/2023 17:20:53,31.70,77.6
10/22/2023 17:21:16,31.70,77.6
10/22/2023 17:21:39,31.70,77
10/22/2023 17:22:03,31.70,79.3
10/22/2023 17:22:26,31.20,77.4
10/22/2023 17:22:49,31.80,76.9
10/22/2023 17:23:12,31.70,78.9
10/22/2023 17:23:35,31.60,77
10/22/2023 17:23:58,31.60,77
10/22/2023 17:24:21,31.60,77.6
10/22/2023 17:24:44,31.80,77.2
10/22/2023 17:25:07,31.60,77
10/22/2023 17:25:30,31.70,77.6
10/22/2023 17:25:54,31.60,76.6
10/22/2023 17:26:16,31.60,77.4
10/22/2023 17:26:39,31.80,85.6
10/22/2023 17:27:02,31.80,77
10/22/2023 17:27:26,31.60,78.8
10/22/2023 17:27:49,31.80,76.9
10/22/2023 17:28:12,31.20,77.2
10/22/2023 17:28:35,31.60,77.3
10/22/2023 17:28:58,31.70,77.1
10/22/2023 17:29:21,31.80,77.2
10/22/2023 17:29:44,31.80,77.3
10/22/2023 17:30:07,31.60,79.4
10/22/2023 17:30:30,31.70,77
10/22/2023 17:30:54,31.80,76.9
10/22/2023 17:31:17,31.70,77
10/22/2023 17:31:40,31.20,77.2
10/22/2023 17:32:03,31.70,76.6
10/22/2023 17:32:27,31.30,77.1
10/22/2023 17:32:50,31.60,77.1
10/22/2023 17:33:14,31.20,77.2
10/22/2023 17:33:37,31.70,79.1
10/22/2023 17:34:00,31.60,78.3
10/22/2023 17:34:23,31.00,76.8
10/22/2023 17:34:46,31.70,78.8
10/22/2023 17:35:09,31.20,72.3
10/22/2023 17:35:32,31.70,77
10/22/2023 17:35:55,31.60,76.6
10/22/2023 17:36:18,31.60,77
10/22/2023 17:36:41,31.40,77.7
10/22/2023 17:37:04,31.70,77.6
10/22/2023 17:37:27,31.80,77.2
10/22/2023 17:37:50,31.70,75.9
10/22/2023 17:38:13,31.20,77.2
10/22/2023 17:38:36,31.70,77.3
10/22/2023 17:39:00,31.80,76.9
10/22/2023 17:39:23,31.50,78.3
10/22/2023 17:39:46,31.70,76
10/22/2023 17:40:09,31.50,77
10/22/2023 17:40:32,30.90,77.3
10/22/2023 17:40:55,31.50,79.4
10/22/2023 17:41:18,31.50,78.8
10/22/2023 17:41:41,31.50,77.4
10/22/2023 17:42:04,30.90,77.9
10/22/2023 17:42:27,31.50,77.4
10/22/2023 17:42:50,31.70,77
10/22/2023 17:43:13,31.20,77.8
10/22/2023 17:43:36,31.70,77
10/22/2023 17:43:59,31.50,77
10/22/2023 17:44:22,31.40,78.9
10/22/2023 17:44:45,31.50,78.4
10/22/2023 17:45:08,31.50,77.6
10/22/2023 17:45:31,31.20,77.2
10/22/2023 17:45:54,31.50,79.6
10/22/2023 17:46:17,31.30,76.7
10/22/2023 17:46:40,30.90,77.9
10/22/2023 17:47:04,31.50,77
10/22/2023 17:47:27,31.50,79.4
10/22/2023 17:47:50,31.30,78.4
10/22/2023 17:48:13,31.20,78.5
10/22/2023 17:48:35,31.20,77.3
10/22/2023 17:48:58,31.30,77.7
10/22/2023 17:49:21,31.30,78.4
10/22/2023 17:49:44,31.30,78.4
10/22/2023 17:50:07,31.30,80
10/22/2023 17:50:30,31.30,77.7
10/22/2023 17:50:53,31.30,77.7
10/22/2023 17:51:16,31.50,77
10/22/2023 17:51:39,31.70,78.9
10/22/2023 17:52:01,31.50,77
10/22/2023 17:52:24,31.70,77.8
10/22/2023 17:52:47,31.70,76.6
10/22/2023 17:53:10,31.70,78.6
10/22/2023 17:53:33,31.50,77.6
10/22/2023 17:53:56,31.50,77
10/22/2023 17:54:19,31.50,79.3
10/22/2023 17:54:42,31.50,77
